filename,char,font_name
AdwaitaMono-Italic.ttf_20.png, ,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_21.png,!,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_22.png,",AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_23.png,#,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_24.png,$,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_25.png,%,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_26.png,&,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_27.png,',AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_28.png,(,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_29.png,),AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2a.png,*,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2b.png,+,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2c.png,,,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2d.png,-,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2e.png,.,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_2f.png,/,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_30.png,0,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_31.png,1,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_32.png,2,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_33.png,3,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_34.png,4,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_35.png,5,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_36.png,6,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_37.png,7,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_38.png,8,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_39.png,9,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3a.png,:,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3b.png,;,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3c.png,<,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3d.png,=,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3e.png,>,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_3f.png,?,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_40.png,@,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_41.png,A,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_42.png,B,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_43.png,C,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_44.png,D,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_45.png,E,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_46.png,F,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_47.png,G,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_48.png,H,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_49.png,I,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4a.png,J,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4b.png,K,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4c.png,L,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4d.png,M,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4e.png,N,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_4f.png,O,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_50.png,P,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_51.png,Q,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_52.png,R,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_53.png,S,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_54.png,T,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_55.png,U,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_56.png,V,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_57.png,W,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_58.png,X,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_59.png,Y,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5a.png,Z,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5b.png,[,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5c.png,\,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5d.png,],AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5e.png,^,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_5f.png,_,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_60.png,`,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_61.png,a,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_62.png,b,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_63.png,c,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_64.png,d,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_65.png,e,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_66.png,f,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_67.png,g,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_68.png,h,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_69.png,i,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6a.png,j,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6b.png,k,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6c.png,l,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6d.png,m,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6e.png,n,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_6f.png,o,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_70.png,p,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_71.png,q,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_72.png,r,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_73.png,s,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_74.png,t,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_75.png,u,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_76.png,v,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_77.png,w,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_78.png,x,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_79.png,y,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_7a.png,z,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_7b.png,{,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_7c.png,|,AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_7d.png,},AdwaitaMono-Italic.ttf
AdwaitaMono-Italic.ttf_7e.png,~,AdwaitaMono-Italic.ttf
AdwaitaSans-Italic.ttf_20.png, ,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_21.png,!,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_22.png,",AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_23.png,#,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_24.png,$,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_25.png,%,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_26.png,&,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_27.png,',AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_28.png,(,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_29.png,),AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2a.png,*,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2b.png,+,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2c.png,,,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2d.png,-,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2e.png,.,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_2f.png,/,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_30.png,0,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_31.png,1,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_32.png,2,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_33.png,3,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_34.png,4,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_35.png,5,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_36.png,6,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_37.png,7,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_38.png,8,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_39.png,9,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3a.png,:,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3b.png,;,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3c.png,<,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3d.png,=,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3e.png,>,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_3f.png,?,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_40.png,@,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_41.png,A,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_42.png,B,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_43.png,C,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_44.png,D,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_45.png,E,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_46.png,F,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_47.png,G,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_48.png,H,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_49.png,I,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4a.png,J,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4b.png,K,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4c.png,L,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4d.png,M,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4e.png,N,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_4f.png,O,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_50.png,P,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_51.png,Q,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_52.png,R,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_53.png,S,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_54.png,T,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_55.png,U,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_56.png,V,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_57.png,W,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_58.png,X,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_59.png,Y,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5a.png,Z,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5b.png,[,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5c.png,\,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5d.png,],AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5e.png,^,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_5f.png,_,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_60.png,`,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_61.png,a,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_62.png,b,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_63.png,c,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_64.png,d,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_65.png,e,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_66.png,f,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_67.png,g,AdwaitaSans-Italic.ttf
